id,question,value,milliseconds,created,nquestions,expert_id,object_id
1577,EB,false,914,2017-03-10 16:49:48.30083+00,3,2,0
1580,CEP,false,1207,2017-03-10 16:49:53.131218+00,4,2,462
1581,EB,false,928,2017-03-10 16:49:54.423718+00,4,2,462
1583,RRLYR,true,902,2017-03-10 16:49:57.614144+00,1,2,372
1584,CEP,false,2857,2017-03-10 16:50:08.327758+00,3,2,592
1587,CEP,false,907,2017-03-10 16:50:14.086953+00,2,2,120
1588,CEP,true,1872,2017-03-10 16:50:16.362772+00,4,2,282
1592,EB,false,934,2017-03-10 16:50:23.445538+00,2,2,128
1593,EB,false,698,2017-03-10 16:50:24.766318+00,4,2,359
1596,CEP,false,812,2017-03-10 16:50:28.817606+00,2,2,6
1597,LPV,false,859,2017-03-10 16:50:30.095839+00,1,2,48
1601,CEP,false,1153,2017-03-10 16:50:36.856851+00,4,2,111
1602,EB,false,866,2017-03-10 16:50:38.135246+00,4,2,157
1605,EB,false,893,2017-03-10 16:50:42.766305+00,3,2,701
1606,LPV,false,1339,2017-03-10 16:50:44.947416+00,4,2,462
1608,RRLYR,true,6039,2017-03-10 16:50:55.699933+00,4,2,337
1610,EB,true,1707,2017-03-10 16:51:22.353369+00,4,2,111
1611,CEP,false,2827,2017-03-10 16:51:25.674895+00,4,2,602
1613,EB,false,1280,2017-03-10 16:51:29.449987+00,3,2,554
1616,CEP,false,1655,2017-03-10 16:51:35.142441+00,3,2,611
1620,LPV,false,967,2017-03-10 16:52:05.49066+00,3,2,611
1847,EB,false,1527,2017-03-10 18:22:18.634666+00,4,8,429
228,CEP,false,1895,2017-03-01 19:56:18.949983+00,3,6,120
230,EB,false,2694,2017-03-01 19:56:25.630487+00,4,6,383
231,EB,true,27599,2017-03-01 19:56:54.096099+00,3,6,343
232,LPV,true,3753,2017-03-01 19:56:58.552216+00,4,6,383
233,EB,false,15063,2017-03-01 19:57:15.309351+00,1,6,557
234,CEP,false,9079,2017-03-01 19:57:25.023991+00,2,6,44
235,LPV,false,4212,2017-03-01 19:57:29.904837+00,4,6,498
236,RRLYR,false,11787,2017-03-01 19:57:43.136549+00,2,6,112
237,EB,false,3546,2017-03-01 19:57:50.210976+00,2,6,137
238,CEP,true,26578,2017-03-01 19:58:28.49073+00,3,6,17
239,CEP,false,48913,2017-03-01 19:59:18.045753+00,4,6,495
240,RRLYR,true,2899,2017-03-01 19:59:21.857389+00,4,6,498
241,LPV,false,6803,2017-03-01 19:59:29.762525+00,4,6,692
242,LPV,false,1826,2017-03-01 19:59:32.337627+00,3,6,85
243,EB,true,6002,2017-03-01 19:59:39.257019+00,4,6,495
244,EB,false,5792,2017-03-01 19:59:45.885102+00,4,6,786
245,RRLYR,false,5062,2017-03-01 19:59:51.596929+00,4,6,383
246,CEP,false,8757,2017-03-01 20:00:01.199245+00,3,6,349
247,LPV,false,3457,2017-03-01 20:00:05.352167+00,4,6,712
248,EB,false,5428,2017-03-01 20:00:11.454401+00,3,6,45
249,CEP,false,8102,2017-03-01 20:00:20.196067+00,3,6,178
250,CEP,true,7945,2017-03-01 20:00:29.148414+00,4,6,618
251,CEP,false,3963,2017-03-01 20:00:33.852412+00,4,6,491
252,RRLYR,true,8979,2017-03-01 20:00:43.522401+00,1,6,756
253,LPV,false,3046,2017-03-01 20:00:47.235907+00,1,6,766
254,EB,false,2123,2017-03-01 20:00:50.021006+00,3,6,777
255,LPV,false,3307,2017-03-01 20:00:54.36359+00,3,6,120
256,CEP,false,2060,2017-03-01 20:00:58.332237+00,4,6,181
257,EB,false,2433,2017-03-01 20:01:01.532493+00,3,6,178
258,CEP,true,27091,2017-03-01 20:01:30.149833+00,2,6,172
259,RRLYR,false,2424,2017-03-01 20:01:34.277765+00,3,6,120
260,RRLYR,false,17753,2017-03-01 20:01:52.732545+00,1,6,169
261,CEP,false,2394,2017-03-01 20:01:56.595983+00,4,6,697
262,EB,false,5457,2017-03-01 20:02:02.72687+00,3,6,688
263,LPV,false,2421,2017-03-01 20:02:05.982937+00,4,6,609
264,LPV,false,2538,2017-03-01 20:02:11.006754+00,3,6,343
265,RRLYR,false,2707,2017-03-01 20:02:14.62248+00,4,6,379
266,LPV,false,2183,2017-03-01 20:02:17.701683+00,4,6,495
267,RRLYR,true,3406,2017-03-01 20:02:22.438081+00,4,6,193
268,EB,false,10781,2017-03-01 20:02:33.903669+00,4,6,491
269,EB,true,2074,2017-03-01 20:02:36.696138+00,4,6,181
270,CEP,false,10693,2017-03-01 20:02:48.096705+00,3,6,266
271,CEP,false,4572,2017-03-01 20:02:53.839862+00,4,6,788
272,EB,false,1509,2017-03-01 20:02:56.190271+00,4,6,788
273,CEP,false,50443,2017-03-01 20:03:47.407082+00,2,6,663
274,EB,false,2335,2017-03-01 20:03:50.478929+00,3,6,751
275,EB,false,7308,2017-03-01 20:03:58.885178+00,2,6,157
276,LPV,true,3177,2017-03-01 20:04:03.672077+00,4,6,786
277,LPV,false,2624,2017-03-01 20:04:07.470739+00,2,6,663
278,LPV,false,15116,2017-03-01 20:04:23.693737+00,3,6,751
279,CEP,false,2937,2017-03-01 20:04:27.76285+00,4,6,517
280,CEP,false,4704,2017-03-01 20:04:33.424441+00,3,6,8
281,CEP,false,36717,2017-03-01 20:05:10.866679+00,4,6,577
282,RRLYR,true,2781,2017-03-01 20:05:14.376656+00,3,6,751
283,RRLYR,true,64073,2017-03-01 20:06:19.266268+00,4,6,692
284,CEP,false,1704,2017-03-01 20:06:22.624997+00,3,6,754
285,LPV,false,2524,2017-03-01 20:06:25.929825+00,4,6,181
286,CEP,true,4459,2017-03-01 20:06:31.579391+00,2,6,727
287,EB,true,4426,2017-03-01 20:06:37.077792+00,3,6,754
288,LPV,true,3060,2017-03-01 20:06:41.293541+00,1,6,693
289,EB,true,3248,2017-03-01 20:06:45.371778+00,4,6,697
290,RRLYR,false,2320,2017-03-01 20:06:48.428148+00,3,6,754
291,RRLYR,true,3232,2017-03-01 20:06:52.420771+00,1,6,168
292,CEP,false,8895,2017-03-01 20:07:02.067812+00,3,6,312
293,LPV,false,3957,2017-03-01 20:07:06.798003+00,1,6,260
294,LPV,false,3111,2017-03-01 20:07:10.743294+00,3,6,45
295,RRLYR,false,2162,2017-03-01 20:07:13.746496+00,4,6,786
296,EB,false,2791,2017-03-01 20:07:17.268859+00,4,6,64
297,CEP,true,4355,2017-03-01 20:07:22.556539+00,3,6,718
298,CEP,true,3028,2017-03-01 20:07:26.343109+00,2,6,302
299,EB,false,4556,2017-03-01 20:07:31.630342+00,2,6,727
300,CEP,false,4680,2017-03-01 20:07:37.109266+00,2,6,282
301,EB,true,5267,2017-03-01 20:07:43.13426+00,4,6,577
302,LPV,false,7976,2017-03-01 20:07:51.830191+00,1,6,52
303,CEP,false,9942,2017-03-01 20:08:02.501465+00,3,6,815
304,LPV,false,1767,2017-03-01 20:08:04.997403+00,2,6,345
305,EB,false,3377,2017-03-01 20:08:09.495712+00,2,6,7
306,CEP,false,1665,2017-03-01 20:08:11.925552+00,3,6,341
307,RRLYR,false,34346,2017-03-01 20:08:47.01526+00,4,6,609
308,EB,false,3401,2017-03-01 20:08:51.175936+00,3,6,289
309,EB,false,7929,2017-03-01 20:08:59.870961+00,2,6,515
310,LPV,true,2409,2017-03-01 20:09:03.031442+00,3,6,290
311,LPV,true,3982,2017-03-01 20:09:07.81454+00,3,6,289
312,CEP,false,4991,2017-03-01 20:09:13.601078+00,2,6,637
313,LPV,false,2455,2017-03-01 20:09:16.825937+00,4,6,491
314,CEP,false,6096,2017-03-01 20:09:31.671199+00,4,6,56
315,LPV,false,1934,2017-03-01 20:09:34.353779+00,4,6,697
316,RRLYR,false,9159,2017-03-01 20:09:44.377074+00,4,6,491
317,EB,false,4950,2017-03-01 20:09:50.104018+00,2,6,381
318,EB,true,2940,2017-03-01 20:09:53.927935+00,4,6,56
319,LPV,false,4720,2017-03-01 20:09:59.400642+00,4,6,56
320,CEP,false,4227,2017-03-01 20:10:04.394516+00,3,6,567
321,CEP,true,30231,2017-03-01 20:10:35.414875+00,3,6,696
322,RRLYR,false,2541,2017-03-01 20:10:39.22371+00,3,6,343
323,LPV,false,5277,2017-03-01 20:10:45.443077+00,4,6,788
324,CEP,false,2951,2017-03-01 20:10:49.270525+00,4,6,219
325,LPV,false,6640,2017-03-01 20:10:56.948864+00,3,6,567
326,EB,true,2740,2017-03-01 20:11:00.753365+00,3,6,341
327,EB,false,2229,2017-03-01 20:11:03.753951+00,2,6,263
328,LPV,false,11745,2017-03-01 20:11:16.306556+00,4,6,577
329,EB,false,4848,2017-03-01 20:11:22.026374+00,4,6,618
330,LPV,false,2249,2017-03-01 20:11:25.090109+00,4,6,64
331,RRLYR,true,2295,2017-03-01 20:11:28.346404+00,2,6,282
332,LPV,false,2586,2017-03-01 20:11:31.837199+00,1,6,559
654,EB,false,5585,2017-03-02 23:13:38.582093+00,3,6,466
333,CEP,true,7812,2017-03-01 20:11:40.524161+00,4,6,436
334,CEP,false,3346,2017-03-01 20:11:44.661696+00,4,6,659
336,EB,false,1960,2017-03-01 20:11:55.70487+00,4,6,436
338,CEP,false,2146,2017-03-01 20:12:01.835023+00,2,6,541
339,CEP,false,5188,2017-03-01 20:12:07.949938+00,3,6,159
343,CEP,true,26413,2017-03-01 20:12:57.434899+00,1,6,456
349,EB,false,6975,2017-03-01 20:14:16.491413+00,4,6,659
889,CEP,true,4183,2017-03-06 15:56:25.392287+00,4,12,359
892,EB,false,3603,2017-03-06 15:56:35.865882+00,3,12,727
894,LPV,false,4774,2017-03-06 15:56:44.803696+00,2,12,191
896,LPV,false,1761,2017-03-06 15:56:51.707229+00,4,12,359
897,RRLYR,false,3753,2017-03-06 15:56:56.296786+00,4,12,359
898,CEP,false,2390,2017-03-06 15:56:59.644161+00,4,12,269
900,LPV,false,4315,2017-03-06 15:57:07.721285+00,2,12,701
901,LPV,false,4724,2017-03-06 15:57:18.399963+00,3,12,666
903,CEP,false,1874,2017-03-06 15:57:26.776166+00,4,12,384
904,EB,false,2056,2017-03-06 15:57:29.879153+00,4,12,704
905,EB,false,20904,2017-03-06 15:57:51.652422+00,3,12,26
909,EB,true,2569,2017-03-06 15:58:11.352008+00,4,12,269
911,LPV,false,8350,2017-03-06 15:58:31.035647+00,3,12,727
913,CEP,true,7023,2017-03-06 15:58:45.771619+00,3,12,660
916,CEP,false,2613,2017-03-06 15:58:54.986087+00,4,12,128
917,EB,false,3588,2017-03-06 15:58:59.703244+00,3,12,589
919,CEP,true,2620,2017-03-06 15:59:05.719805+00,4,12,718
921,LPV,false,1892,2017-03-06 15:59:11.345948+00,3,12,56
924,CEP,false,2889,2017-03-06 15:59:20.871072+00,2,12,551
925,RRLYR,true,3613,2017-03-06 16:01:15.828084+00,4,12,218
926,RRLYR,false,4164,2017-03-06 16:01:21.05847+00,4,12,759
927,LPV,false,2130,2017-03-06 16:01:24.429548+00,3,12,26
1077,EB,true,2497,2017-03-06 16:31:07.883943+00,4,14,121
1078,RRLYR,false,2293,2017-03-06 16:31:11.031006+00,4,14,636
1079,CEP,false,9810,2017-03-06 16:31:21.535204+00,4,14,425
1084,EB,false,7991,2017-03-06 16:32:20.450514+00,3,14,532
1085,EB,false,7053,2017-03-06 16:32:28.254843+00,4,14,425
1086,EB,false,10330,2017-03-06 16:32:40.351276+00,3,14,282
1087,RRLYR,true,3535,2017-03-06 16:32:50.004218+00,3,14,452
1088,EB,true,4813,2017-03-06 16:32:55.596799+00,2,14,66
1090,LPV,true,11881,2017-03-06 16:33:12.814271+00,1,14,497
1092,EB,true,1911,2017-03-06 16:33:19.376534+00,4,14,743
1096,EB,false,2533,2017-03-06 16:34:26.489686+00,4,14,131
1097,CEP,true,16577,2017-03-06 16:34:43.84895+00,4,14,108
1099,EB,false,4398,2017-03-06 16:34:52.87207+00,4,14,45
1102,LPV,false,3300,2017-03-06 16:35:24.420807+00,4,14,180
1103,EB,false,36046,2017-03-06 16:36:01.339186+00,1,14,531
1105,EB,false,2178,2017-03-06 16:36:09.652349+00,2,14,419
1106,RRLYR,true,4872,2017-03-06 16:36:15.353483+00,3,14,282
1109,CEP,true,7098,2017-03-06 16:36:34.298096+00,4,14,484
1110,RRLYR,false,4207,2017-03-06 16:36:39.254272+00,3,14,166
1112,EB,false,5300,2017-03-06 16:36:56.07164+00,1,14,630
1113,CEP,false,8294,2017-03-06 16:37:05.171865+00,3,14,587
1114,CEP,false,5002,2017-03-06 16:37:10.967259+00,3,14,466
1126,CEP,false,4566,2017-03-07 20:02:48.274153+00,3,6,128
1132,EB,false,2781,2017-03-07 20:05:09.589536+00,3,6,611
1135,LPV,true,9718,2017-03-07 20:05:40.182455+00,3,6,273
1137,LPV,false,5212,2017-03-07 20:05:54.697441+00,4,6,422
1139,EB,false,4599,2017-03-07 20:06:14.157495+00,4,6,454
1140,CEP,true,8033,2017-03-07 20:06:24.914029+00,4,6,272
1141,LPV,false,2664,2017-03-07 20:06:31.223452+00,1,6,228
1142,RRLYR,false,5119,2017-03-07 20:06:39.720806+00,4,6,73
1143,LPV,false,2651,2017-03-07 20:06:43.955381+00,3,6,611
1144,CEP,false,3567,2017-03-07 20:06:50.209456+00,2,6,594
1153,EB,false,1964,2017-03-07 20:08:54.910131+00,4,6,166
1247,EB,false,1903,2017-03-08 03:44:42.160501+00,2,2,355
1248,CEP,true,1098,2017-03-08 03:44:43.58526+00,4,2,798
1345,CEP,true,7284,2017-03-08 19:38:27.267874+00,2,6,713
1346,LPV,false,5106,2017-03-08 19:38:37.355765+00,4,6,171
1348,EB,false,3007,2017-03-08 19:39:02.674304+00,4,6,629
1349,RRLYR,false,2932,2017-03-08 19:39:12.641636+00,1,6,222
1351,CEP,true,5813,2017-03-08 19:39:46.30756+00,4,6,660
1354,CEP,false,8520,2017-03-08 19:40:46.918629+00,4,6,405
1356,EB,false,17657,2017-03-08 19:41:23.441883+00,4,6,700
1358,EB,true,5117,2017-03-08 19:41:44.500003+00,4,6,448
1359,LPV,false,2601,2017-03-08 19:41:52.841645+00,1,6,467
1360,RRLYR,false,27356,2017-03-08 19:42:23.495714+00,4,6,725
1361,CEP,true,3418,2017-03-08 19:42:29.052597+00,4,6,214
1363,LPV,false,11479,2017-03-08 19:42:53.491561+00,1,6,111
1364,RRLYR,false,4432,2017-03-08 19:43:01.705397+00,4,6,306
1365,LPV,false,6960,2017-03-08 19:43:20.016738+00,4,6,461
1366,LPV,false,4963,2017-03-08 19:43:31.364307+00,4,6,448
1368,RRLYR,true,2747,2017-03-08 19:43:55.754934+00,2,6,625
1373,RRLYR,false,13984,2017-03-08 19:45:22.707718+00,4,6,618
1374,EB,false,16401,2017-03-08 19:45:45.988764+00,4,6,214
1375,EB,false,7279,2017-03-08 19:45:59.047674+00,3,6,709
1395,CEP,false,20884,2017-03-09 18:42:12.923141+00,3,17,706
1398,EB,false,3751,2017-03-09 18:46:13.047028+00,4,17,513
1399,LPV,false,7715,2017-03-09 18:46:21.940076+00,4,17,513
1401,CEP,true,6498,2017-03-09 18:46:33.21282+00,2,17,242
1404,CEP,false,27072,2017-03-09 18:47:12.997287+00,3,17,765
1406,LPV,true,15983,2017-03-09 18:47:34.738775+00,1,17,491
1408,EB,false,7505,2017-03-09 18:47:50.877728+00,2,17,52
1411,RRLYR,false,6877,2017-03-09 18:48:14.128128+00,2,17,242
1412,LPV,false,4318,2017-03-09 18:48:19.77729+00,2,17,52
1413,CEP,true,40933,2017-03-09 18:49:01.848856+00,4,17,666
1414,LPV,true,2960,2017-03-09 18:49:05.995814+00,1,17,306
1418,EB,false,4736,2017-03-09 18:50:02.390234+00,3,17,252
1502,RRLYR,false,2693,2017-03-09 20:09:23.178863+00,4,6,454
1504,CEP,true,48044,2017-03-09 20:10:33.657769+00,4,6,592
1506,LPV,false,40376,2017-03-09 20:11:25.942606+00,4,6,202
1508,RRLYR,false,2342,2017-03-09 20:11:51.33034+00,4,6,448
1512,CEP,false,10600,2017-03-09 20:13:16.880475+00,1,6,479
1514,LPV,false,2265,2017-03-09 20:13:30.334847+00,4,6,269
1519,RRLYR,false,32991,2017-03-09 20:16:07.744948+00,4,6,202
1520,EB,false,15471,2017-03-09 20:16:26.347952+00,3,6,323
1522,CEP,false,1863,2017-03-09 20:16:38.18308+00,2,6,270
335,RRLYR,false,7375,2017-03-01 20:11:52.963201+00,4,6,697
337,EB,false,2093,2017-03-01 20:11:58.547034+00,2,6,328
340,RRLYR,false,2745,2017-03-01 20:12:11.4911+00,3,6,341
341,CEP,false,3169,2017-03-01 20:12:15.482376+00,2,6,740
342,EB,false,13921,2017-03-01 20:12:30.20625+00,4,6,219
344,RRLYR,true,4092,2017-03-01 20:13:02.346027+00,2,6,192
345,RRLYR,false,3852,2017-03-01 20:13:06.9707+00,2,6,740
346,CEP,false,8626,2017-03-01 20:13:16.364824+00,4,6,461
347,EB,true,2122,2017-03-01 20:13:19.371735+00,4,6,461
348,CEP,false,48528,2017-03-01 20:14:08.700163+00,1,6,255
350,RRLYR,false,1556,2017-03-01 20:14:19.020567+00,2,6,541
351,CEP,false,6721,2017-03-01 20:14:26.612477+00,3,6,497
352,CEP,false,9170,2017-03-01 20:14:36.589309+00,4,6,332
353,CEP,false,2580,2017-03-01 20:14:40.103099+00,4,6,806
354,EB,true,28932,2017-03-01 20:15:09.869373+00,3,6,489
355,CEP,false,5181,2017-03-01 20:15:15.892659+00,4,6,135
356,LPV,false,2866,2017-03-01 20:15:19.559131+00,2,6,263
357,CEP,false,3592,2017-03-01 20:15:23.982808+00,3,6,14
358,RRLYR,true,8307,2017-03-01 20:15:33.134116+00,2,6,345
359,RRLYR,false,9192,2017-03-01 20:15:43.156773+00,4,6,577
360,LPV,false,2396,2017-03-01 20:15:46.446168+00,3,6,185
361,CEP,true,33611,2017-03-01 20:16:20.920853+00,3,6,734
362,EB,false,21824,2017-03-01 20:16:43.578778+00,3,6,734
363,EB,false,4031,2017-03-01 20:16:49.344415+00,4,6,244
364,EB,false,1890,2017-03-01 20:16:52.04801+00,4,6,332
365,RRLYR,false,22877,2017-03-01 20:17:15.808661+00,2,6,172
366,RRLYR,false,6814,2017-03-01 20:17:23.453743+00,3,6,45
367,CEP,false,2185,2017-03-01 20:17:26.449036+00,4,6,725
368,LPV,false,1606,2017-03-01 20:17:28.868656+00,4,6,219
369,CEP,false,16220,2017-03-01 20:17:45.91668+00,4,6,6
370,EB,true,2461,2017-03-01 20:17:56.145118+00,4,6,725
371,CEP,false,11589,2017-03-01 20:18:08.585338+00,4,6,279
372,CEP,false,3353,2017-03-01 20:18:12.770197+00,3,6,133
373,EB,false,3092,2017-03-01 20:18:16.689514+00,2,6,218
374,RRLYR,false,19866,2017-03-01 20:19:18.666763+00,3,6,290
375,LPV,false,19442,2017-03-01 20:19:38.911095+00,4,6,244
376,CEP,true,3656,2017-03-01 20:19:43.517333+00,3,6,666
377,LPV,false,2084,2017-03-01 20:19:46.674001+00,4,6,725
378,CEP,true,5583,2017-03-01 20:19:53.1177+00,4,6,327
379,RRLYR,true,2750,2017-03-01 20:19:56.691157+00,2,6,462
380,CEP,false,4323,2017-03-01 20:20:01.871067+00,4,6,430
381,CEP,false,5732,2017-03-01 20:20:08.494717+00,1,6,628
382,EB,true,10641,2017-03-01 20:20:20.040964+00,3,6,696
383,EB,false,22169,2017-03-01 20:20:43.047238+00,4,6,279
384,EB,false,1077,2017-03-01 20:20:45.03112+00,3,6,417
385,EB,true,2263,2017-03-01 20:20:48.116766+00,4,6,602
386,EB,false,1919,2017-03-01 20:20:50.882232+00,3,6,199
387,LPV,false,2107,2017-03-01 20:20:53.909305+00,4,6,602
388,RRLYR,true,11162,2017-03-01 20:21:05.957467+00,2,6,218
389,LPV,false,2534,2017-03-01 20:21:09.308094+00,3,6,17
390,LPV,false,7060,2017-03-01 20:21:17.263288+00,4,6,279
391,EB,false,4325,2017-03-01 20:21:22.454551+00,4,6,517
392,LPV,true,3668,2017-03-01 20:21:26.965484+00,3,6,696
393,LPV,false,2442,2017-03-01 20:21:30.255454+00,4,6,618
394,LPV,true,2987,2017-03-01 20:21:34.45481+00,4,6,517
395,RRLYR,true,2791,2017-03-01 20:21:38.117276+00,3,6,417
396,LPV,false,23920,2017-03-01 20:22:02.914423+00,3,6,489
397,LPV,false,1215,2017-03-01 20:22:05.039323+00,3,6,199
398,LPV,false,7872,2017-03-01 21:28:24.888566+00,1,6,601
399,EB,false,2504,2017-03-01 21:28:28.553209+00,2,6,824
400,RRLYR,true,6507,2017-03-01 21:28:36.36897+00,4,6,219
401,EB,false,3117,2017-03-01 21:28:40.726885+00,3,6,666
402,CEP,true,1792,2017-03-01 21:38:11.23143+00,2,2,549
403,EB,false,1644,2017-03-01 21:38:26.254089+00,2,2,549
404,LPV,false,20548,2017-03-01 21:43:46.434187+00,4,6,728
405,LPV,true,5520,2017-03-01 21:43:53.034207+00,4,6,659
406,CEP,false,3763,2017-03-01 21:43:58.19562+00,2,6,87
407,CEP,false,65401,2017-03-01 21:45:04.893097+00,4,6,480
408,CEP,false,5120,2017-03-01 21:45:11.388516+00,4,6,191
409,CEP,false,4176,2017-03-01 21:45:16.82677+00,3,6,351
410,LPV,false,7775,2017-03-01 21:45:25.627587+00,3,6,487
411,EB,false,8528,2017-03-01 21:45:35.810959+00,2,6,661
412,RRLYR,false,2206,2017-03-01 21:45:39.031785+00,2,6,661
413,RRLYR,false,20890,2017-03-01 21:46:01.201981+00,4,6,602
414,CEP,true,8063,2017-03-01 21:46:10.6068+00,2,6,714
415,CEP,false,2558,2017-03-01 21:46:14.244889+00,3,6,48
416,RRLYR,true,4857,2017-03-01 21:46:20.138021+00,3,6,178
417,CEP,true,6139,2017-03-01 21:46:27.340015+00,2,6,638
418,RRLYR,false,4581,2017-03-01 21:46:33.160373+00,2,6,714
419,RRLYR,true,43384,2017-03-01 21:47:18.462143+00,4,6,244
420,CEP,false,4480,2017-03-01 21:47:24.168585+00,4,6,139
421,LPV,false,4447,2017-03-01 21:55:07.870933+00,1,6,29
422,LPV,false,5424,2017-03-01 21:55:14.714683+00,1,6,410
423,RRLYR,false,3318,2017-03-01 21:55:19.108198+00,4,6,517
424,EB,false,1726,2017-03-01 21:55:22.075733+00,4,6,6
425,RRLYR,false,2828,2017-03-01 21:55:26.055312+00,2,6,824
426,CEP,true,57686,2017-03-01 21:56:24.972498+00,4,6,26
427,CEP,false,4049,2017-03-01 21:56:30.555156+00,4,6,340
428,CEP,true,54437,2017-03-01 21:57:26.506514+00,3,6,337
429,EB,false,2209,2017-03-01 21:57:30.30495+00,3,6,351
430,CEP,true,3388,2017-03-01 21:57:35.236054+00,3,6,553
431,EB,false,3189,2017-03-01 21:57:39.852096+00,4,6,430
432,RRLYR,true,6569,2017-03-01 21:57:47.642324+00,4,6,279
433,LPV,false,2766,2017-03-01 21:57:51.537232+00,2,6,87
434,EB,false,4272,2017-03-01 21:58:35.64616+00,4,6,26
435,EB,false,5194,2017-03-01 21:58:56.584425+00,4,6,480
436,CEP,false,4752,2017-03-01 21:59:02.931367+00,3,6,704
437,CEP,true,39551,2017-03-01 22:00:24.611357+00,4,6,286
438,RRLYR,true,7812,2017-03-01 22:00:34.864091+00,3,6,567
439,CEP,true,13532,2017-03-01 22:00:49.54913+00,4,6,97
440,CEP,false,7385,2017-03-01 22:00:58.451794+00,2,6,413
441,LPV,false,2146,2017-03-01 22:01:01.765376+00,3,6,704
442,LPV,false,7764,2017-03-01 22:01:10.847717+00,4,6,480
443,RRLYR,true,14805,2017-03-01 22:01:27.104388+00,3,6,704
445,LPV,true,77,2017-03-01 22:01:44.403158+00,3,6,337
893,EB,false,2352,2017-03-06 15:56:39.116172+00,2,12,216
895,EB,true,3306,2017-03-06 15:56:48.979532+00,4,12,386
899,LPV,false,2044,2017-03-06 15:57:02.535298+00,2,12,495
902,LPV,false,4807,2017-03-06 15:57:24.058205+00,1,12,328
906,LPV,false,7607,2017-03-06 15:58:00.157516+00,4,12,386
907,CEP,false,3524,2017-03-06 15:58:04.549262+00,4,12,244
908,EB,false,2262,2017-03-06 15:58:07.798882+00,4,12,244
910,LPV,false,4862,2017-03-06 15:58:21.839003+00,4,12,609
912,CEP,false,2310,2017-03-06 15:58:34.232017+00,3,12,56
914,CEP,false,2383,2017-03-06 15:58:49.09093+00,3,12,98
915,LPV,false,1494,2017-03-06 15:58:51.43295+00,4,12,759
918,EB,true,1650,2017-03-06 15:59:02.176517+00,4,12,384
920,RRLYR,false,1602,2017-03-06 15:59:08.398143+00,3,12,727
922,LPV,false,1912,2017-03-06 15:59:14.286495+00,4,12,269
923,EB,false,1491,2017-03-06 15:59:16.869749+00,4,12,128
1116,LPV,false,3317,2017-03-06 20:06:14.288539+00,4,12,128
1118,CEP,false,5338,2017-03-06 20:06:28.195526+00,4,12,112
1120,RRLYR,false,2812,2017-03-06 20:08:43.138066+00,3,12,56
1122,RRLYR,false,3335,2017-03-06 20:08:54.874035+00,2,12,605
1123,CEP,false,9645,2017-03-06 20:09:05.958815+00,4,12,222
1155,CEP,false,34880,2017-03-07 20:09:56.955254+00,2,6,305
1156,RRLYR,false,13056,2017-03-07 20:10:14.452325+00,3,6,133
1249,LPV,false,1961,2017-03-08 04:25:55.50577+00,1,2,347
1252,EB,false,1205,2017-03-08 04:26:01.156745+00,4,2,822
1255,EB,false,1972,2017-03-08 04:26:07.197016+00,2,2,696
1259,CEP,false,1682,2017-03-08 04:26:13.328354+00,3,2,169
1260,CEP,false,1196,2017-03-08 04:26:14.868619+00,3,2,185
1261,CEP,true,1291,2017-03-08 04:26:16.493177+00,4,2,137
1262,LPV,false,1763,2017-03-08 04:26:18.62766+00,4,2,798
1266,EB,false,1301,2017-03-08 04:26:25.719063+00,4,2,137
1267,LPV,true,2056,2017-03-08 04:26:28.100525+00,4,2,137
1272,RRLYR,true,1709,2017-03-08 04:26:37.245593+00,1,2,369
1279,CEP,true,1314,2017-03-08 04:26:49.315921+00,3,2,672
1280,CEP,false,2229,2017-03-08 04:26:51.897921+00,4,2,44
1284,CEP,false,1353,2017-03-08 04:26:58.479941+00,3,2,288
1286,RRLYR,true,1260,2017-03-08 04:27:02.355409+00,4,2,798
1376,EB,false,32478,2017-03-08 19:46:34.649773+00,2,6,184
1377,LPV,false,2591,2017-03-08 19:46:42.657306+00,4,6,763
1378,CEP,false,5151,2017-03-08 19:46:53.470093+00,2,6,610
1379,LPV,false,2271,2017-03-08 19:47:00.613374+00,3,6,444
1415,EB,true,10574,2017-03-09 18:49:17.664137+00,3,17,706
1416,EB,false,21594,2017-03-09 18:49:40.409751+00,4,17,666
1417,CEP,true,14814,2017-03-09 18:49:56.426432+00,3,17,227
1419,LPV,false,66007,2017-03-09 18:51:09.907776+00,2,17,133
1420,CEP,false,4488,2017-03-09 18:51:15.570908+00,4,17,29
1503,RRLYR,false,12892,2017-03-09 20:09:41.699027+00,1,6,280
1505,CEP,true,4970,2017-03-09 20:10:41.723867+00,3,6,499
1507,LPV,false,1925,2017-03-09 20:11:42.415228+00,3,6,743
1509,EB,false,6973,2017-03-09 20:12:02.519144+00,4,6,405
1510,LPV,false,23202,2017-03-09 20:12:30.317416+00,3,6,499
1511,RRLYR,false,24126,2017-03-09 20:13:03.040039+00,4,6,660
1513,RRLYR,false,2105,2017-03-09 20:13:23.219346+00,3,6,743
1515,RRLYR,false,1858,2017-03-09 20:13:35.329315+00,3,6,507
1516,LPV,true,37757,2017-03-09 20:14:16.035154+00,4,6,800
1517,LPV,false,8410,2017-03-09 20:14:28.394291+00,3,6,159
1518,RRLYR,false,8995,2017-03-09 20:15:29.036198+00,3,6,573
